Test_Cell_ID,Lifecycle_Stage,Cycle_Number,State_of_Health_SOH,Series_Resist_R0_Ohm,Charge_Transfer_R1_Ohm,Double_Layer_Cap_C1_Farad,Time_Constant_Tau_Sec,System_Pole_sP_rad_s,System_Zero_sZ_rad_s,Steady_State_DC_Gain_Ohm,Pole_Distance_to_Instability_rad_s
2017-05-12_cell_15,Early Life,20,0.9986,0.01631,0.02,423.59,8.4703,-0.11806,-0.26281,0.03631,0.11806
2017-05-12_cell_15,Early Life,25,0.9982,0.01632,0.02003,423.34,8.478,-0.11795,-0.26271,0.03634,0.11795
2017-05-12_cell_15,Early Life,30,0.9977,0.01633,0.02006,423.09,8.4862,-0.11784,-0.26261,0.03638,0.11784
2017-05-12_cell_15,Early Life,35,0.9972,0.01634,0.02009,422.81,8.4949,-0.11772,-0.2625,0.03643,0.11772
2017-05-12_cell_15,Early Life,40,0.9966,0.01635,0.02013,422.54,8.5035,-0.1176,-0.26239,0.03647,0.1176
2017-05-12_cell_15,Early Life,45,0.9961,0.01636,0.02016,422.23,8.513,-0.11747,-0.26227,0.03652,0.11747
2017-05-12_cell_15,Early Life,50,0.9955,0.01637,0.0202,421.94,8.5223,-0.11734,-0.26216,0.03656,0.11734
2017-05-12_cell_15,Early Life,55,0.9949,0.01638,0.02024,421.62,8.5322,-0.1172,-0.26203,0.03661,0.1172
2017-05-12_cell_15,Early Life,60,0.9943,0.01639,0.02028,421.29,8.5424,-0.11706,-0.26191,0.03666,0.11706
2017-05-12_cell_15,Early Life,65,0.9937,0.0164,0.02032,420.96,8.5526,-0.11692,-0.26178,0.03672,0.11692
2017-05-12_cell_15,Early Life,70,0.9931,0.01641,0.02036,420.63,8.5629,-0.11678,-0.26166,0.03677,0.11678
2017-05-12_cell_15,Early Life,75,0.9924,0.01642,0.0204,420.28,8.5737,-0.11664,-0.26153,0.03682,0.11664
2017-05-12_cell_15,Early Life,80,0.9917,0.01643,0.02044,419.92,8.5848,-0.11649,-0.2614,0.03688,0.11649
2017-05-12_cell_15,Early Life,85,0.9911,0.01645,0.02049,419.57,8.5956,-0.11634,-0.26127,0.03693,0.11634
2017-05-12_cell_15,Early Life,90,0.9904,0.01646,0.02053,419.2,8.6069,-0.11619,-0.26113,0.03699,0.11619
2017-05-12_cell_15,Early Life,95,0.9897,0.01647,0.02058,418.83,8.6183,-0.11603,-0.26099,0.03705,0.11603
2017-05-12_cell_15,Early Life,100,0.989,0.01648,0.02062,418.46,8.6297,-0.11588,-0.26086,0.03711,0.11588
2017-05-12_cell_15,Early Life,105,0.9882,0.0165,0.02067,418.04,8.6419,-0.11571,-0.26071,0.03717,0.11571
2017-05-12_cell_15,Early Life,110,0.9875,0.01651,0.02072,417.67,8.6534,-0.11556,-0.26058,0.03723,0.11556
2017-05-12_cell_15,Early Life,115,0.9868,0.01652,0.02076,417.31,8.6646,-0.11541,-0.26045,0.03728,0.11541
2017-05-12_cell_15,Early Life,120,0.986,0.01654,0.02081,416.88,8.6772,-0.11524,-0.2603,0.03735,0.11524
2017-05-12_cell_15,Early Life,125,0.9852,0.01655,0.02086,416.49,8.6891,-0.11509,-0.26017,0.03741,0.11509
2017-05-12_cell_15,Early Life,130,0.9845,0.01656,0.02091,416.06,8.7018,-0.11492,-0.26002,0.03748,0.11492
2017-05-12_cell_15,Early Life,135,0.9837,0.01658,0.02096,415.67,8.7136,-0.11476,-0.25989,0.03754,0.11476
2017-05-12_cell_15,Early Life,140,0.9829,0.01659,0.02102,415.24,8.7263,-0.1146,-0.25974,0.03761,0.1146
2017-05-12_cell_15,Early Life,145,0.9821,0.01661,0.02107,414.8,8.739,-0.11443,-0.2596,0.03767,0.11443
2017-05-12_cell_15,Early Life,150,0.9813,0.01662,0.02112,414.37,8.7518,-0.11426,-0.25946,0.03774,0.11426
2017-05-12_cell_15,Early Life,155,0.9805,0.01663,0.02117,413.98,8.7637,-0.11411,-0.25932,0.0378,0.11411
2017-05-12_cell_15,Early Life,160,0.9796,0.01665,0.02122,413.52,8.7768,-0.11394,-0.25918,0.03787,0.11394
2017-05-12_cell_15,Early Life,165,0.9788,0.01666,0.02128,413.09,8.7896,-0.11377,-0.25904,0.03794,0.11377
2017-05-12_cell_15,Early Life,170,0.978,0.01668,0.02133,412.65,8.8025,-0.1136,-0.2589,0.03801,0.1136
2017-05-12_cell_15,Early Life,175,0.9771,0.0167,0.02139,412.14,8.8164,-0.11342,-0.25874,0.03809,0.11342
2017-05-12_cell_15,Early Life,180,0.9763,0.01671,0.02144,411.72,8.8289,-0.11326,-0.25861,0.03815,0.11326
2017-05-12_cell_15,Early Life,185,0.9754,0.01672,0.0215,411.31,8.8413,-0.11311,-0.25848,0.03822,0.11311
2017-05-12_cell_15,Mid Life,190,0.9746,0.01674,0.02156,410.79,8.8554,-0.11292,-0.25833,0.0383,0.11292
2017-05-12_cell_15,Mid Life,195,0.9737,0.01676,0.02162,410.29,8.8692,-0.11275,-0.25818,0.03838,0.11275
2017-05-12_cell_15,Mid Life,200,0.9728,0.01677,0.02167,409.85,8.882,-0.11259,-0.25805,0.03844,0.11259
2017-05-12_cell_15,Mid Life,205,0.9719,0.01679,0.02172,409.46,8.894,-0.11243,-0.25792,0.03851,0.11243
2017-05-12_cell_15,Mid Life,210,0.971,0.0168,0.02178,408.95,8.9079,-0.11226,-0.25778,0.03859,0.11226
2017-05-12_cell_15,Mid Life,215,0.9701,0.01682,0.02185,408.42,8.9222,-0.11208,-0.25763,0.03867,0.11208
2017-05-12_cell_15,Mid Life,220,0.9692,0.01684,0.0219,408.0,8.9346,-0.11192,-0.2575,0.03873,0.11192
2017-05-12_cell_15,Mid Life,225,0.9683,0.01685,0.02196,407.48,8.9487,-0.11175,-0.25736,0.03881,0.11175
2017-05-12_cell_15,Mid Life,230,0.9674,0.01687,0.02202,406.98,8.9624,-0.11158,-0.25722,0.03889,0.11158
2017-05-12_cell_15,Mid Life,235,0.9665,0.01689,0.02208,406.55,8.9749,-0.11142,-0.2571,0.03896,0.11142
2017-05-12_cell_15,Mid Life,240,0.9655,0.0169,0.02214,406.03,8.989,-0.11125,-0.25696,0.03904,0.11125
2017-05-12_cell_15,Mid Life,245,0.9646,0.01692,0.02219,405.65,9.0006,-0.1111,-0.25684,0.0391,0.1111
2017-05-12_cell_15,Mid Life,250,0.9636,0.01694,0.02226,405.07,9.0156,-0.11092,-0.25669,0.03919,0.11092
2017-05-12_cell_15,Mid Life,255,0.9627,0.01695,0.02232,404.54,9.0296,-0.11075,-0.25656,0.03927,0.11075
2017-05-12_cell_15,Mid Life,260,0.9617,0.01697,0.02238,404.07,9.0426,-0.11059,-0.25643,0.03935,0.11059
2017-05-12_cell_15,Mid Life,265,0.9608,0.01699,0.02245,403.44,9.0581,-0.1104,-0.25628,0.03944,0.1104
2017-05-12_cell_15,Mid Life,270,0.9598,0.017,0.0225,403.06,9.0698,-0.11026,-0.25617,0.03951,0.11026
2017-05-12_cell_15,Mid Life,275,0.9589,0.01702,0.02257,402.5,9.0841,-0.11008,-0.25604,0.03959,0.11008
2017-05-12_cell_15,Mid Life,280,0.9579,0.01704,0.02263,401.96,9.0982,-0.10991,-0.25591,0.03967,0.10991
2017-05-12_cell_15,Mid Life,285,0.9569,0.01706,0.0227,401.38,9.1128,-0.10974,-0.25577,0.03976,0.10974
2017-05-12_cell_15,Mid Life,290,0.9559,0.01707,0.02275,400.99,9.1245,-0.10959,-0.25566,0.03983,0.10959
2017-05-12_cell_15,Mid Life,295,0.9549,0.0171,0.02283,400.34,9.1401,-0.10941,-0.25552,0.03993,0.10941
2017-05-12_cell_15,Mid Life,300,0.9539,0.01711,0.02289,399.87,9.1529,-0.10925,-0.25541,0.04,0.10925
2017-05-12_cell_15,Mid Life,305,0.9529,0.01713,0.02295,399.39,9.1659,-0.1091,-0.25529,0.04008,0.1091
2017-05-12_cell_15,Mid Life,310,0.9519,0.01715,0.02302,398.78,9.1807,-0.10892,-0.25516,0.04017,0.10892
2017-05-12_cell_15,Mid Life,315,0.9509,0.01717,0.02309,398.26,9.1942,-0.10876,-0.25504,0.04025,0.10876
2017-05-12_cell_15,Mid Life,320,0.9499,0.01718,0.02315,397.76,9.2073,-0.10861,-0.25493,0.04033,0.10861
2017-05-12_cell_15,Mid Life,325,0.9489,0.0172,0.02322,397.19,9.2215,-0.10844,-0.25481,0.04042,0.10844
2017-05-12_cell_15,Mid Life,330,0.9478,0.01722,0.02328,396.67,9.2348,-0.10829,-0.25469,0.0405,0.10829
2017-05-12_cell_15,Mid Life,335,0.9468,0.01724,0.02335,396.1,9.2489,-0.10812,-0.25458,0.04059,0.10812
2017-05-12_cell_15,Mid Life,340,0.9458,0.01726,0.02342,395.52,9.263,-0.10796,-0.25446,0.04068,0.10796
2017-05-12_cell_15,Mid Life,345,0.9447,0.01728,0.02349,394.91,9.2774,-0.10779,-0.25434,0.04077,0.10779
2017-05-12_cell_15,Mid Life,350,0.9437,0.01729,0.02354,394.52,9.2888,-0.10766,-0.25425,0.04084,0.10766
2017-05-12_cell_15,Mid Life,355,0.9427,0.01732,0.02363,393.76,9.3051,-0.10747,-0.25411,0.04095,0.10747
2017-05-12_cell_15,Mid Life,360,0.9416,0.01733,0.02368,393.46,9.3154,-0.10735,-0.25403,0.041,0.10735
2017-05-12_cell_15,Mid Life,365,0.9405,0.01735,0.02375,392.78,9.3304,-0.10718,-0.25391,0.0411,0.10718
2017-05-12_cell_15,Mid Life,370,0.9395,0.01737,0.02383,392.17,9.3446,-0.10701,-0.2538,0.0412,0.10701
2017-05-12_cell_15,Mid Life,375,0.9384,0.01739,0.02389,391.63,9.3579,-0.10686,-0.2537,0.04128,0.10686
2017-05-12_cell_15,Mid Life,380,0.9373,0.01741,0.02396,391.12,9.3706,-0.10672,-0.2536,0.04136,0.10672
2017-05-12_cell_15,Mid Life,385,0.9363,0.01743,0.02403,390.52,9.3844,-0.10656,-0.2535,0.04146,0.10656
2017-05-12_cell_15,Mid Life,390,0.9352,0.01745,0.0241,389.97,9.3977,-0.10641,-0.2534,0.04154,0.10641
2017-05-12_cell_15,Mid Life,395,0.9341,0.01746,0.02417,389.41,9.411,-0.10626,-0.2533,0.04163,0.10626
2017-05-12_cell_15,Mid Life,400,0.933,0.01749,0.02425,388.73,9.4256,-0.10609,-0.2532,0.04173,0.10609
2017-05-12_cell_15,Mid Life,405,0.9319,0.01751,0.02431,388.18,9.4386,-0.10595,-0.25311,0.04182,0.10595
2017-05-12_cell_15,Mid Life,410,0.9308,0.01752,0.02438,387.68,9.451,-0.10581,-0.25302,0.0419,0.10581
2017-05-12_cell_15,Mid Life,415,0.9297,0.01755,0.02446,386.98,9.4657,-0.10564,-0.25292,0.04201,0.10564
2017-05-12_cell_15,Mid Life,420,0.9286,0.01756,0.02453,386.44,9.4785,-0.1055,-0.25283,0.04209,0.1055
2017-05-12_cell_15,Mid Life,425,0.9275,0.01759,0.0246,385.81,9.4921,-0.10535,-0.25274,0.04219,0.10535
2017-05-12_cell_15,Mid Life,430,0.9264,0.01761,0.02467,385.24,9.5052,-0.10521,-0.25265,0.04228,0.10521
2017-05-12_cell_15,Mid Life,435,0.9253,0.01762,0.02473,384.76,9.517,-0.10507,-0.25257,0.04236,0.10507
2017-05-12_cell_15,Mid Life,440,0.9242,0.01764,0.02481,384.15,9.5304,-0.10493,-0.25248,0.04245,0.10493
2017-05-12_cell_15,Mid Life,445,0.9231,0.01767,0.02489,383.45,9.5446,-0.10477,-0.2524,0.04256,0.10477
2017-05-12_cell_15,Mid Life,450,0.9219,0.01769,0.02496,382.86,9.5575,-0.10463,-0.25232,0.04265,0.10463
2017-05-12_cell_15,Mid Life,455,0.9208,0.0177,0.02503,382.31,9.5699,-0.10449,-0.25224,0.04274,0.10449
2017-05-12_cell_15,Mid Life,460,0.9197,0.01772,0.02511,381.7,9.583,-0.10435,-0.25216,0.04283,0.10435
2017-05-12_cell_15,Mid Life,465,0.9185,0.01775,0.02519,381.0,9.597,-0.1042,-0.25208,0.04294,0.1042
2017-05-12_cell_15,Mid Life,470,0.9174,0.01776,0.02525,380.56,9.6081,-0.10408,-0.25201,0.04301,0.10408
2017-05-12_cell_15,Mid Life,475,0.9163,0.01779,0.02533,379.85,9.6219,-0.10393,-0.25193,0.04312,0.10393
2017-05-12_cell_15,Mid Life,480,0.9151,0.01781,0.0254,379.31,9.634,-0.1038,-0.25187,0.0432,0.1038
2017-05-12_cell_15,Mid Life,485,0.914,0.01783,0.02547,378.7,9.6467,-0.10366,-0.2518,0.0433,0.10366
2017-05-12_cell_15,Mid Life,490,0.9128,0.01785,0.02556,377.96,9.6605,-0.10351,-0.25172,0.04341,0.10351
2017-05-12_cell_15,Mid Life,495,0.9117,0.01787,0.02563,377.37,9.6729,-0.10338,-0.25166,0.0435,0.10338
2017-05-12_cell_15,Mid Life,500,0.9105,0.01789,0.02571,376.76,9.6854,-0.10325,-0.2516,0.0436,0.10325
2017-05-12_cell_15,Mid Life,505,0.9093,0.01791,0.02579,376.09,9.6983,-0.10311,-0.25153,0.0437,0.10311
2017-05-12_cell_15,Mid Life,510,0.9082,0.01793,0.02585,375.59,9.7096,-0.10299,-0.25148,0.04378,0.10299
2017-05-12_cell_15,Mid Life,515,0.907,0.01795,0.02593,374.91,9.7226,-0.10285,-0.25142,0.04389,0.10285
2017-05-12_cell_15,Mid Life,520,0.9058,0.01797,0.026,374.38,9.734,-0.10273,-0.25136,0.04397,0.10273
2017-05-12_cell_15,Mid Life,525,0.9046,0.018,0.02608,373.69,9.7468,-0.1026,-0.2513,0.04408,0.1026
2017-05-12_cell_15,Mid Life,530,0.9034,0.01801,0.02615,373.11,9.7586,-0.10247,-0.25125,0.04417,0.10247
2017-05-12_cell_15,Mid Life,535,0.9023,0.01804,0.02623,372.46,9.7709,-0.10234,-0.2512,0.04427,0.10234
2017-05-12_cell_15,Mid Life,540,0.9011,0.01806,0.02632,371.78,9.7834,-0.10221,-0.25115,0.04438,0.10221
2017-05-12_cell_15,Mid Life,545,0.8999,0.01808,0.02638,371.29,9.7942,-0.1021,-0.2511,0.04445,0.1021
2017-05-12_cell_15,Mid Life,550,0.8987,0.01811,0.02649,370.35,9.8087,-0.10195,-0.25106,0.04459,0.10195
2017-05-12_cell_15,Mid Life,555,0.8975,0.01812,0.02653,370.05,9.8178,-0.10186,-0.25101,0.04465,0.10186
2017-05-12_cell_15,Mid Life,560,0.8963,0.01814,0.02661,369.43,9.8294,-0.10174,-0.25097,0.04475,0.10174
2017-05-12_cell_15,Mid Life,565,0.8951,0.01817,0.02671,368.53,9.8432,-0.10159,-0.25093,0.04488,0.10159
2017-05-12_cell_15,Mid Life,570,0.8939,0.01819,0.02678,367.93,9.8546,-0.10148,-0.25089,0.04497,0.10148
2017-05-12_cell_15,Mid Life,575,0.8927,0.01821,0.02686,367.3,9.866,-0.10136,-0.25086,0.04507,0.10136
2017-05-12_cell_15,Mid Life,580,0.8914,0.01823,0.02694,366.66,9.8776,-0.10124,-0.25082,0.04517,0.10124
2017-05-12_cell_15,Mid Life,585,0.8902,0.01825,0.02701,366.09,9.8885,-0.10113,-0.25079,0.04526,0.10113
2017-05-12_cell_15,Mid Life,590,0.889,0.01827,0.02708,365.54,9.8991,-0.10102,-0.25076,0.04535,0.10102
2017-05-12_cell_15,Mid Life,595,0.8878,0.0183,0.02717,364.78,9.9112,-0.1009,-0.25073,0.04547,0.1009
2017-05-12_cell_15,Mid Life,600,0.8865,0.01831,0.02724,364.22,9.9218,-0.10079,-0.2507,0.04556,0.10079
2017-05-12_cell_15,Mid Life,605,0.8853,0.01834,0.02734,363.36,9.9343,-0.10066,-0.25068,0.04568,0.10066
2017-05-12_cell_15,Mid Life,610,0.8841,0.01836,0.02741,362.85,9.9445,-0.10056,-0.25066,0.04577,0.10056
2017-05-12_cell_15,Mid Life,615,0.8828,0.01838,0.02748,362.28,9.955,-0.10045,-0.25063,0.04586,0.10045
2017-05-12_cell_15,Mid Life,620,0.8816,0.0184,0.02756,361.56,9.9663,-0.10034,-0.25062,0.04597,0.10034
2017-05-12_cell_15,Mid Life,625,0.8804,0.01843,0.02765,360.8,9.9777,-0.10022,-0.2506,0.04608,0.10022
2017-05-12_cell_15,Mid Life,630,0.8791,0.01845,0.02772,360.27,9.9877,-0.10012,-0.25058,0.04617,0.10012
2017-05-12_cell_15,Mid Life,635,0.8779,0.01847,0.0278,359.64,9.9982,-0.10002,-0.25057,0.04627,0.10002
2017-05-12_cell_15,Mid Life,640,0.8766,0.0185,0.02789,358.84,10.0096,-0.0999,-0.25057,0.04639,0.0999
2017-05-12_cell_15,Mid Life,645,0.8754,0.01852,0.02798,358.17,10.0201,-0.0998,-0.25056,0.0465,0.0998
2017-05-12_cell_15,Mid Life,650,0.8741,0.01854,0.02805,357.61,10.03,-0.0997,-0.25055,0.04659,0.0997
2017-05-12_cell_15,Mid Life,655,0.8728,0.01856,0.02813,356.93,10.0404,-0.0996,-0.25054,0.04669,0.0996
2017-05-12_cell_15,Mid Life,660,0.8716,0.01859,0.02822,356.17,10.0512,-0.09949,-0.25055,0.04681,0.09949
2017-05-12_cell_15,Mid Life,665,0.8703,0.0186,0.02828,355.73,10.0602,-0.0994,-0.25053,0.04688,0.0994
2017-05-12_cell_15,Mid Life,670,0.869,0.01862,0.02836,355.05,10.0703,-0.0993,-0.25053,0.04699,0.0993
2017-05-12_cell_15,Mid Life,675,0.8678,0.01865,0.02845,354.28,10.0808,-0.0992,-0.25054,0.0471,0.0992
2017-05-12_cell_15,Mid Life,680,0.8665,0.01868,0.02854,353.53,10.091,-0.0991,-0.25056,0.04722,0.0991
2017-05-12_cell_15,Mid Life,685,0.8652,0.0187,0.02863,352.78,10.1012,-0.099,-0.25057,0.04733,0.099
2017-05-12_cell_15,Mid Life,690,0.8639,0.01873,0.02873,351.93,10.1117,-0.0989,-0.25059,0.04746,0.0989
2017-05-12_cell_15,Mid Life,695,0.8627,0.01875,0.02881,351.34,10.1209,-0.09881,-0.2506,0.04756,0.09881
2017-05-12_cell_15,Mid Life,700,0.8614,0.01877,0.02888,350.81,10.1298,-0.09872,-0.2506,0.04764,0.09872
2017-05-12_cell_15,Mid Life,705,0.8601,0.01879,0.02896,350.1,10.1394,-0.09863,-0.25062,0.04775,0.09863
2017-05-12_cell_15,Mid Life,710,0.8588,0.01881,0.02903,349.57,10.1482,-0.09854,-0.25063,0.04784,0.09854
2017-05-12_cell_15,Mid Life,715,0.8575,0.01884,0.02913,348.73,10.158,-0.09844,-0.25066,0.04797,0.09844
2017-05-12_cell_15,Mid Life,720,0.8562,0.01886,0.02921,348.09,10.167,-0.09836,-0.25068,0.04807,0.09836
2017-05-12_cell_15,Mid Life,725,0.8549,0.01889,0.0293,347.3,10.1764,-0.09827,-0.25072,0.04819,0.09827
2017-05-12_cell_15,Mid Life,730,0.8536,0.0189,0.02937,346.79,10.1848,-0.09819,-0.25073,0.04827,0.09819
2017-05-12_cell_15,Mid Life,735,0.8523,0.01893,0.02947,345.89,10.1943,-0.09809,-0.25078,0.04841,0.09809
2017-05-12_cell_15,Mid Life,740,0.851,0.01896,0.02957,345.03,10.2035,-0.09801,-0.25083,0.04854,0.09801
2017-05-12_cell_15,End of Life,745,0.8497,0.01898,0.02963,344.6,10.2115,-0.09793,-0.25084,0.04861,0.09793
2017-05-12_cell_15,End of Life,750,0.8484,0.019,0.02973,343.82,10.2203,-0.09784,-0.25089,0.04873,0.09784
2017-05-12_cell_15,End of Life,755,0.8471,0.01903,0.02982,343.08,10.2289,-0.09776,-0.25093,0.04884,0.09776
2017-05-12_cell_15,End of Life,760,0.8457,0.01905,0.02988,342.55,10.2368,-0.09769,-0.25096,0.04893,0.09769
2017-05-12_cell_15,End of Life,765,0.8444,0.01907,0.02998,341.75,10.2453,-0.09761,-0.25101,0.04905,0.09761
2017-05-12_cell_15,End of Life,770,0.8431,0.0191,0.03006,341.08,10.2534,-0.09753,-0.25106,0.04916,0.09753
2017-05-12_cell_15,End of Life,775,0.8418,0.01912,0.03015,340.37,10.2615,-0.09745,-0.25111,0.04927,0.09745
2017-05-12_cell_15,End of Life,780,0.8404,0.01914,0.03022,339.81,10.2692,-0.09738,-0.25114,0.04936,0.09738
2017-05-12_cell_15,End of Life,785,0.8391,0.01917,0.03032,338.97,10.2773,-0.0973,-0.25121,0.04949,0.0973
2017-05-12_cell_15,End of Life,790,0.8378,0.01919,0.03041,338.18,10.2851,-0.09723,-0.25128,0.04961,0.09723
2017-05-12_cell_15,End of Life,795,0.8364,0.01923,0.03052,337.3,10.2929,-0.09715,-0.25136,0.04974,0.09715
2017-05-12_cell_15,End of Life,800,0.8351,0.01925,0.03059,336.68,10.3003,-0.09708,-0.25141,0.04984,0.09708
2017-05-12_cell_15,End of Life,805,0.8338,0.01928,0.0307,335.76,10.3079,-0.09701,-0.25151,0.04998,0.09701
2017-05-12_cell_15,End of Life,810,0.8324,0.01928,0.03074,335.56,10.3148,-0.09695,-0.2515,0.05002,0.09695
2017-05-12_cell_15,End of Life,815,0.8311,0.01932,0.03085,334.55,10.3222,-0.09688,-0.25161,0.05017,0.09688
2017-05-12_cell_15,End of Life,820,0.8297,0.01934,0.03093,333.96,10.3292,-0.09681,-0.25166,0.05027,0.09681
2017-05-12_cell_15,End of Life,825,0.8284,0.01938,0.03105,332.88,10.3362,-0.09675,-0.25179,0.05043,0.09675
2017-05-12_cell_15,End of Life,830,0.827,0.01938,0.03109,332.71,10.343,-0.09668,-0.25178,0.05047,0.09668
2017-05-12_cell_15,End of Life,835,0.8257,0.0194,0.03117,331.99,10.3498,-0.09662,-0.25186,0.05058,0.09662
2017-05-12_cell_15,End of Life,840,0.8243,0.01943,0.03127,331.23,10.3564,-0.09656,-0.25195,0.0507,0.09656
2017-05-12_cell_15,End of Life,845,0.8229,0.01944,0.03133,330.8,10.363,-0.0965,-0.25199,0.05077,0.0965
2017-05-12_cell_15,End of Life,850,0.8216,0.01948,0.03144,329.77,10.3693,-0.09644,-0.25212,0.05092,0.09644
2017-05-12_cell_15,End of Life,855,0.8202,0.0195,0.03153,329.09,10.3757,-0.09638,-0.2522,0.05103,0.09638
2017-05-12_cell_15,End of Life,860,0.8188,0.01953,0.03163,328.2,10.3817,-0.09632,-0.25232,0.05116,0.09632
2017-05-12_cell_15,End of Life,865,0.8175,0.01956,0.03172,327.43,10.3877,-0.09627,-0.25242,0.05128,0.09627
2017-05-12_cell_15,End of Life,870,0.8161,0.01959,0.03184,326.4,10.3933,-0.09622,-0.25258,0.05144,0.09622
2017-05-12_cell_15,End of Life,875,0.8147,0.01961,0.03191,325.85,10.3993,-0.09616,-0.25264,0.05153,0.09616
2017-05-12_cell_15,End of Life,880,0.8133,0.01962,0.03197,325.42,10.4054,-0.0961,-0.25269,0.0516,0.0961
2017-05-12_cell_15,End of Life,885,0.812,0.01965,0.03206,324.76,10.4111,-0.09605,-0.25278,0.05171,0.09605
2017-05-12_cell_15,End of Life,890,0.8106,0.01968,0.03217,323.75,10.4161,-0.09601,-0.25294,0.05186,0.09601
2017-05-12_cell_15,End of Life,895,0.8092,0.01969,0.03223,323.38,10.4221,-0.09595,-0.25298,0.05192,0.09595
2017-05-12_cell_15,End of Life,900,0.8078,0.01974,0.03238,322.0,10.426,-0.09591,-0.25322,0.05212,0.09591
2017-05-12_cell_15,End of Life,905,0.8064,0.01976,0.03246,321.4,10.4313,-0.09587,-0.25331,0.05222,0.09587
2017-05-12_cell_15,End of Life,910,0.805,0.01977,0.03251,321.0,10.437,-0.09581,-0.25335,0.05229,0.09581
2017-05-12_cell_15,End of Life,915,0.8036,0.01979,0.03258,320.52,10.4425,-0.09576,-0.25342,0.05237,0.09576
2017-05-12_cell_15,End of Life,920,0.8022,0.01984,0.03273,319.14,10.4456,-0.09573,-0.25368,0.05257,0.09573
2017-05-12_cell_15,End of Life,925,0.8008,0.01985,0.03279,318.7,10.451,-0.09568,-0.25374,0.05264,0.09568
2017-06-30_cell_23,Early Life,5,0.9997,0.01662,0.01774,400.88,7.1113,-0.14062,-0.29068,0.03436,0.14062
2017-06-30_cell_23,Early Life,10,0.9994,0.01663,0.01776,400.7,7.1165,-0.14052,-0.29059,0.03439,0.14052
2017-06-30_cell_23,Early Life,15,0.9989,0.01664,0.01779,400.48,7.1226,-0.1404,-0.29047,0.03442,0.1404
2017-06-30_cell_23,Early Life,20,0.9985,0.01665,0.01781,400.25,7.1293,-0.14027,-0.29035,0.03446,0.14027
2017-06-30_cell_23,Early Life,25,0.998,0.01666,0.01784,399.99,7.1366,-0.14012,-0.29022,0.0345,0.14012
2017-06-30_cell_23,Early Life,30,0.9974,0.01667,0.01787,399.71,7.1443,-0.13997,-0.29008,0.03454,0.13997
2017-06-30_cell_23,Early Life,35,0.9968,0.01668,0.01791,399.42,7.1524,-0.13981,-0.28994,0.03458,0.13981
2017-06-30_cell_23,Early Life,40,0.9962,0.01669,0.01794,399.12,7.1608,-0.13965,-0.28979,0.03463,0.13965
2017-06-30_cell_23,Early Life,45,0.9956,0.0167,0.01798,398.82,7.1694,-0.13948,-0.28964,0.03468,0.13948
2017-06-30_cell_23,Early Life,50,0.995,0.01671,0.01801,398.5,7.1783,-0.13931,-0.28948,0.03472,0.13931
2017-06-30_cell_23,Early Life,55,0.9943,0.01672,0.01805,398.15,7.1878,-0.13913,-0.28931,0.03478,0.13913
2017-06-30_cell_23,Early Life,60,0.9936,0.01674,0.01809,397.81,7.1971,-0.13894,-0.28915,0.03483,0.13894
2017-06-30_cell_23,Early Life,65,0.9929,0.01675,0.01813,397.47,7.2067,-0.13876,-0.28898,0.03488,0.13876
2017-06-30_cell_23,Early Life,70,0.9922,0.01676,0.01817,397.09,7.2168,-0.13856,-0.28881,0.03494,0.13856
2017-06-30_cell_23,Early Life,75,0.9915,0.01677,0.01822,396.74,7.2267,-0.13838,-0.28864,0.03499,0.13838
2017-06-30_cell_23,Early Life,80,0.9907,0.01679,0.01826,396.35,7.2371,-0.13818,-0.28846,0.03505,0.13818
2017-06-30_cell_23,Early Life,85,0.99,0.0168,0.0183,395.98,7.2473,-0.13798,-0.28828,0.0351,0.13798
2017-06-30_cell_23,Early Life,90,0.9892,0.01682,0.01835,395.57,7.2582,-0.13778,-0.2881,0.03517,0.13778
2017-06-30_cell_23,Early Life,95,0.9884,0.01683,0.01839,395.18,7.2688,-0.13757,-0.28792,0.03523,0.13757
2017-06-30_cell_23,Early Life,100,0.9876,0.01685,0.01844,394.81,7.2792,-0.13738,-0.28774,0.03528,0.13738
2017-06-30_cell_23,Early Life,105,0.9868,0.01686,0.01849,394.38,7.2904,-0.13717,-0.28755,0.03535,0.13717
2017-06-30_cell_23,Early Life,110,0.986,0.01688,0.01853,393.98,7.3014,-0.13696,-0.28737,0.03541,0.13696
2017-06-30_cell_23,Early Life,115,0.9852,0.01689,0.01858,393.55,7.3127,-0.13675,-0.28718,0.03547,0.13675
2017-06-30_cell_23,Early Life,120,0.9843,0.01691,0.01863,393.16,7.3234,-0.13655,-0.28701,0.03553,0.13655
2017-06-30_cell_23,Early Life,125,0.9835,0.01692,0.01868,392.7,7.3352,-0.13633,-0.28681,0.0356,0.13633
2017-06-30_cell_23,Early Life,130,0.9826,0.01694,0.01873,392.26,7.3468,-0.13611,-0.28662,0.03567,0.13611
2017-06-30_cell_23,Early Life,135,0.9817,0.01695,0.01878,391.87,7.3575,-0.13592,-0.28645,0.03573,0.13592
2017-06-30_cell_23,Early Life,140,0.9808,0.01697,0.01883,391.42,7.3693,-0.1357,-0.28626,0.0358,0.1357
2017-06-30_cell_23,Early Life,145,0.9799,0.01698,0.01888,390.99,7.3807,-0.13549,-0.28608,0.03586,0.13549
